surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-GAPIT2026R053,GAPIT2026R053,1995,1970_2000,Oceania and Pacific,Travel and transport poster culture,NAIDOC Poster Gallery,NAIDOC Poster Gallery,NAIDOC 1995 Poster,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,261,28,26,12,66,26,0,34,,poster
SURF-GAPIT2026R047,GAPIT2026R047,1991,1970_2000,Oceania and Pacific,Postwar exhibition and cultural posters,Te Papa,Te Papa Collections Online,'Back to the Past' poster,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,345,37,49,12,73,38,0,27,,graphic; poster
SURF-CAW2026R03408,CAW2026R03408,1999,1970_2000,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / SummerCity1999.jpg / page 124990453,SummerCity1999.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,245,37,24,5,65,78,8,35,commons_file_source,design; graphic; poster; visual communication
SURF-CCE2026R00815,CCE2026R00815,1972,1970_2000,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / MA I291932 TePapa Oreogria-hornabrooki full.jpg / page 101272212,MA I291932 TePapa Oreogria-hornabrooki full.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,336,40,33,5,73,66,28,27,non_design_drift:specimen; commons_file_source,design; graphic; visual communication
SURF-GSU2026R014,GSU2026R014,1972,1970_2000,Puerto Rico,Postwar exhibition and cultural posters,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,"Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,190,34,34,12,60,26,0,40,,poster
SURF-CCT2026R01736,CCT2026R01736,1990,1970_2000,Serbia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Plakat - Banovic Strahinja, SNP, 1990-1991.jpg / page 75709965","Plakat - Banovic Strahinja, SNP, 1990-1991.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,194,40,19,25,61,78,8,39,commons_file_source,design; graphic; poster; visual communication
SURF-CCE2026R00816,CCE2026R00816,1972,1970_2000,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 1972 - Capri Theater Ad - 11 Jun MC - Allentown PA.jpg / page 57703134,1972 - Capri Theater Ad - 11 Jun MC - Allentown PA.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,282,39,28,5,68,78,8,32,commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R03302,CAW2026R03302,1994,1970_2000,Southeast Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ""The Quests in Concert 1994"" poster.jpg / page 158370361","""The Quests in Concert 1994"" poster.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,192,34,19,0,61,78,8,39,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02921,CAW2026R02921,1976,1970_2000,Syria,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Advertisement for Syrian ceramics, 1976.jpg / page 179002961","Advertisement for Syrian ceramics, 1976.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,218,43,21,0,63,90,8,37,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R03068,CAW2026R03068,1985,1970_2000,Vanuatu,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Bislama.jpg / page 90930322,Book of Mormon - Bislama.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,366,47,36,0,75,78,8,25,commons_file_source,book cover; design; graphic; visual communication
SURF-CRG2026R2245,CRG2026R2245,1972,1970_2000,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Paris and Live poster.jpg / page 140811683,Paris and Live poster.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,188,37,18,5,60,90,8,40,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R03176,CAW2026R03176,1989,1970_2000,Yemen,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Yemeni Socialist Party headquarters in Mukalla.png / page 177932713,Yemeni Socialist Party headquarters in Mukalla.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,238,42,23,5,64,78,8,36,commons_file_source,design; graphic; poster; visual communication
SURF-SCG1931R0023,SCG1931R0023,2020,2000_2026,Africa,Midcentury modern graphic communication,University of Cape Town Digital Collections,University of Cape Town Digital Collections,CTDPS Student Handbook 2020,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,302,33,45,12,70,14,0,30,,
SURF-CAW2026R04647,CAW2026R04647,2022,2000_2026,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Supa Modo Poster.png / page 125514066,Supa Modo Poster.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,114,39,11,15,54,90,8,46,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R04820,CAW2026R04820,2024,2000_2026,Angola,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster - March 2 - Day of Angolan Women.png / page 153416129,Poster - March 2 - Day of Angolan Women.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,274,43,27,0,67,78,8,33,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03770,CAW2026R03770,2011,2000_2026,Bahrain,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster of deceased - Flickr - Al Jazeera English.jpg / page 17492843,Poster of deceased - Flickr - Al Jazeera English.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,192,43,19,15,61,78,8,39,commons_file_source,design; graphic; poster; visual communication
SURF-CCT2026R01516,CCT2026R01516,2009,2000_2026,Croatia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Plakat za 2. Clubture Forum, Zagreb 2009.jpg / page 116705173","Plakat za 2. Clubture Forum, Zagreb 2009.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,223,44,22,17,63,78,8,37,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03903,CAW2026R03903,2014,2000_2026,Democratic Republic of the Congo,Travel and transport poster culture,Wikimedia Commons,Wikimedia Commons file source / DSC 2671 (29882822967).jpg / page 85923544,DSC 2671 (29882822967).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,311,44,31,0,70,78,8,30,commons_file_source,design; graphic; packaging; visual communication
SURF-IAC1990R013,IAC1990R013,2026,2000_2026,East Asia,Midcentury modern graphic communication,Another Graphic,Another Graphic,Hung Chang-Lien,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,192,29,19,0,61,38,0,39,,graphic; poster
SURF-LPC2026R087,LPC2026R087,2019,2000_2026,East Asia,Midcentury modern graphic communication,Internet Archive,Internet Archive / text and periodical collections,Worlds Of Amano,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,344,38,49,12,73,26,0,27,,design
SURF-CAW2026R04127,CAW2026R04127,2016,2000_2026,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster SCFAI.jpg / page 84256207,Poster SCFAI.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,152,36,15,0,57,78,8,43,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R04464,CAW2026R04464,2020,2000_2026,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / WP20 mark hy.png / page 98867258,WP20 mark hy.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,164,36,16,15,58,78,8,42,commons_file_source,design; graphic; poster; visual communication
SURF-ERS1970R005,ERS1970R005,2026,2000_2026,Global / transnational,Corporate identity and design systems,Another Graphic,Another Graphic,João Queirós - Another Graphic,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,351,43,35,12,74,74,0,26,,design; graphic; identity; poster; typography
SURF-CRG2026R3885,CRG2026R3885,2012,2000_2026,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster - Queen Christina 02 Crisco restoration.jpg / page 18565446,Poster - Queen Christina 02 Crisco restoration.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,225,42,22,25,63,90,20,37,weak_context:talk; commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R04156,CAW2026R04156,2016,2000_2026,Jordan,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The poster of Sukaj series 2016.jpg / page 156957734,The poster of Sukaj series 2016.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,210,45,21,22,62,78,8,38,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03453,CAW2026R03453,2001,2000_2026,Kiribati,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Gilbertese.jpg / page 90930130,Book of Mormon - Gilbertese.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,356,48,35,5,74,78,8,26,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R04787,CAW2026R04787,2023,2000_2026,Kuwait,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / US military anti-graffiti poster in Kuwait.png / page 136303676,US military anti-graffiti poster in Kuwait.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,275,44,27,0,67,78,8,33,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03991,CAW2026R03991,2014,2000_2026,Laos,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Lao.jpg / page 90930472,Book of Mormon - Lao.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,328,46,32,0,72,78,8,28,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R04035,CAW2026R04035,2015,2000_2026,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Phantasmidine Proton NMR Label.png / page 39825108,Phantasmidine Proton NMR Label.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,148,38,14,27,57,78,8,43,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03557,CAW2026R03557,2007,2000_2026,Madagascar,Travel and transport poster culture,Wikimedia Commons,Wikimedia Commons file source / Monomorium robustior specimen casent0101865 label 1.jpg / page 8147609,Monomorium robustior specimen casent0101865 label 1.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,187,37,18,0,60,78,28,40,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R04716,CAW2026R04716,2022,2000_2026,Maldives,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ifnaz Dharaka.jpg / page 136289385,Ifnaz Dharaka.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,474,54,47,12,84,78,8,16,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03606,CAW2026R03606,2008,2000_2026,Mali,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Daba Modibo Keïta poster bamako market april 2008.jpg / page 4609544,Daba Modibo Keïta poster bamako market april 2008.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,428,51,42,17,80,78,20,20,weak_context:talk; commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R04272,CAW2026R04272,2018,2000_2026,Mauritius,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Mořic Vilém Trapp, Pohled nad Brno s mostem přes Svratku, Moravská galerie v Brně.jpg / page 66427374","Mořic Vilém Trapp, Pohled nad Brno s mostem přes Svratku, Moravská galerie v Brně.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,424,52,42,12,80,78,8,20,commons_file_source,design; graphic; packaging; visual communication
