category,macro,country,object_term,depth,status,added,failures_delta,rejects_delta,rows_after,elapsed_seconds
Category:Wrestling on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,5,4544,35568.9
Category:Hammer and sickle on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,14,4544,35570.5
Category:Aircraft on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,31,4544,35572.9
Category:Buses on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,3,4544,35574.0
Category:Rail transport on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,15,4544,35575.7
Category:Ships on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,50,4544,35578.4
Category:Stagecoaches on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35595.3
"Category:Sheets of stamps of Romania, 2010",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35612.2
"Category:Sheets of stamps of Romania, 2017",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35618.7
"Category:Sheets of stamps of Romania, 2018",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,21,4544,35621.1
"Category:Sheets of stamps of Romania, 2019",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,6,4544,35622.4
"Category:Sheets of stamps of Romania, 2020",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,5,4544,35623.7
"Category:Sheets of stamps of Romania, 2021",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,11,4544,35625.1
"Category:Sheets of stamps of Romania, 2024",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35626.6
"Category:Sheets of stamps of Romania, 2025",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,1,4544,35627.5
"Category:Sheets of stamps of Romania, 2026",Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35628.8
Category:1900 overprinted stamps of German Samoa,Oceania / Pacific,Samoa,postage stamp,4,completed,0,0,2,4544,35629.6
Category:1866 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,9,4544,35631.2
Category:1868 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,1,0,4544,35648.3
Category:1869 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,1,0,4544,35665.2
Category:1880 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,2,4544,35682.2
Category:1890 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,2,4544,35683.0
Category:1894 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,3,4544,35684.0
Category:1895 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,1,4544,35684.9
Category:1903 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,3,4544,35685.7
Category:1904 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,1,4544,35686.7
Category:1911 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,3,4544,35687.7
Category:1914 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,2,4544,35688.9
Category:1919 stamps of Serbia,Eastern Europe / Caucasus,Serbia,postage stamp,4,completed,0,0,1,4544,35689.7
Category:1870 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,4,4544,35690.9
Category:1883 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,1,0,4544,35707.9
Category:1885 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,1,0,4544,35724.8
Category:1887 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,6,4544,35742.5
Category:1891 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,1,4544,35743.4
Category:1893 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,8,4544,35745.1
Category:1894 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,5,4544,35746.4
Category:1895 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,16,4544,35748.5
Category:1896 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,16,4544,35750.7
Category:1897 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,1,4544,35751.5
Category:1900 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,1,4544,35752.4
Category:1901 stamps of South African Republic,Africa,South Africa,postage stamp,4,completed,0,0,3,4544,35753.6
Category:Cathedrals in Georgia on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,2,4544,35754.5
Category:Flags of Georgia 14th-15th century on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,1,0,4544,35771.5
Category:Flag of the Georgian SSR (1951–1990) on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,1,0,4544,35788.6
Category:Flags of Georgia 1918-1921 on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,3,4544,35805.9
Category:Flags of Georgia 1990-2004 on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,26,4544,35808.3
Category:Flags of Georgia 2004-present on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,50,4544,35811.1
Category:Monarchs of Georgia (country) on stamps,Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,13,4544,35812.8
Category:Helicopters on stamps of Georgia (country),Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,2,4544,35813.6
Category:Christmas on stamps of Georgia (country),Eastern Europe / Caucasus,Georgia,postage stamp,4,completed,0,0,1,4544,35814.4
Category:Birds on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,11,4544,35815.8
Category:Fish on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,7,4544,35817.0
Category:14 July Revolution on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,41,4544,35819.9
Category:1st of May on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,12,4544,35821.4
Category:Army Day on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,1,0,4544,35838.2
Category:Ramadan Revolution on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,1,0,4544,35855.3
Category:Children on stamps of Iraq,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,5,4544,35862.3
Category:Faisal I of Iraq on stamps,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,34,4544,35864.0
Category:Ghazi of Iraq on stamps,Middle East and North Africa,Iraq,postage stamp,4,completed,0,0,36,4544,35867.7
"Category:1960 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,3,4544,35868.7
Category:Thailand 1993 Philatelic Exhibitions,Southeast Asia,Thailand,postage stamp,4,completed,0,0,1,4544,35869.7
Category:1860s stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,0,4544,35870.5
Category:1870s stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,0,4544,35871.3
Category:1880s stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,0,4544,35872.3
Category:1890s stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,0,4544,35873.0
Category:1875 revenue stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,12,4544,35874.6
Category:1878 revenue stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,1,0,4544,35891.6
Category:1889 revenue stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,1,0,4544,35908.5
Category:1890 revenue stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,12,4544,35926.3
Category:1910 revenue stamps of Turkey,Middle East and North Africa,Turkey,postage stamp,4,completed,0,0,10,4544,35927.5
Category:Signatures on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,43,4544,35931.0
Category:People on stamps of Ukraine by occupation,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,35931.7
Category:People on stamps of Ukraine by region,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,35932.5
Category:Children on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,19,4544,35934.2
Category:Females on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,40,4544,35937.5
Category:Groups of people on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,35938.3
Category:Males on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,47,4544,35941.2
Category:Saints on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,1,4544,35942.3
Category:Women on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,35959.3
Category:Beekeeping on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,35976.1
Category:Cattle on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,35977.4
Category:Insects on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,14,4544,35979.2
Category:Mammals on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,9,4544,35980.5
Category:Birds on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,41,4544,35983.4
Category:Dragons on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,35984.5
Category:Fish on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,23,4544,35986.6
Category:Snails on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,2,4544,35987.4
Category:Snakes on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,1,4544,35988.2
Category:Buildings on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,9,4544,35989.5
Category:Cuisine of Ukraine on stamps,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,8,4544,35990.7
Category:Traditional clothing of Ukraine on stamps,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36007.7
Category:Folk dance of Ukraine on stamps,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36024.7
Category:Weddings on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,5,4544,36042.3
Category:Polar research on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,1,4544,36043.3
Category:Victory Day on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,5,4544,36044.5
Category:Wars on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,9,4544,36046.0
Category:Christmas on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,48,4544,36049.8
Category:Easter on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,25,4544,36052.1
Category:New Year stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,30,4544,36054.3
Category:St. Andrew's Day on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,4,4544,36055.2
Category:Quartz on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,2,4544,36056.1
Category:Musical instruments on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,36056.9
Category:Musicians from Ukraine on stamps,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36073.8
Category:Beehives on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36090.8
Category:Crosses on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,36097.7
Category:Crowns on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,1,4544,36098.6
Category:Pottery on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,23,4544,36100.5
Category:Smoking pipes on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,3,4544,36101.5
Category:Pysanka on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,10,4544,36102.8
Category:Weapons on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,36104.0
Category:Leaves on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,4,4544,36104.8
Category:Flowers on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,23,4544,36106.9
Category:Fruit on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,4,4544,36108.0
Category:Grapes on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,11,4544,36109.3
Category:Rowans on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36126.1
Category:Trees on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36143.0
Category:Viburnum opulus on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,5,4544,36160.4
Category:Wheat on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,1,4544,36161.2
Category:Christianity on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,36162.0
Category:Religious buildings on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,36163.4
Category:Space exploration on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,36164.3
Category:Association football on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,42,4544,36167.1
Category:Aircraft on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,44,4544,36170.4
Category:Fire engines on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,5,4544,36171.5
Category:Rail transport on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,33,4544,36174.1
Category:Rockets on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,5,4544,36175.4
Category:Ships on stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36192.4
Category:1868 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36209.4
Category:1941 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,6,4544,36227.0
Category:1944 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,2,4544,36227.9
Category:1945 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,3,4544,36228.8
Category:1991 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,0,4544,36229.5
Category:1992 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,34,4544,36231.9
Category:1993 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,24,4544,36234.1
Category:1994 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,33,4544,36236.9
Category:1995 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,30,4544,36238.6
Category:1996 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,39,4544,36241.4
Category:1997 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,37,4544,36243.9
Category:1998 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,1,0,4544,36260.7
Category:1999 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,49,4544,36279.5
Category:2000 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,49,4544,36282.2
Category:2001 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,49,4544,36285.2
Category:2002 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,48,4544,36287.8
Category:2003 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,48,4544,36290.3
Category:2004 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,48,4544,36292.9
Category:2005 stamps of Ukraine,Eastern Europe / Caucasus,Ukraine,postage stamp,4,completed,0,0,48,4544,36295.4
