rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
1259,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1982-poster,SURF-GAPIT2026R028,NAIDOC Poster Gallery,NAIDOC 1982 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1982-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1260,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1983-poster,SURF-GAPIT2026R029,NAIDOC Poster Gallery,NAIDOC 1983 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1983-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1261,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1984-poster,SURF-GAPIT2026R033,NAIDOC Poster Gallery,NAIDOC 1984 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1984-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1262,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1985-poster,SURF-GAPIT2026R034,NAIDOC Poster Gallery,NAIDOC 1985 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1985-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1263,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1986-poster,SURF-GAPIT2026R037,NAIDOC Poster Gallery,NAIDOC 1986 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1986-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1264,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1987-poster,SURF-GAPIT2026R039,NAIDOC Poster Gallery,NAIDOC 1987 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1987-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1265,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1988-poster,SURF-GAPIT2026R040,NAIDOC Poster Gallery,NAIDOC 1988 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1988-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1266,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1989-poster,SURF-GAPIT2026R042,NAIDOC Poster Gallery,NAIDOC 1989 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1989-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1267,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1990-poster,SURF-GAPIT2026R044,NAIDOC Poster Gallery,NAIDOC 1990 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1990-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1268,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1991-poster,SURF-GAPIT2026R046,NAIDOC Poster Gallery,NAIDOC 1991 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1991-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1269,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1992-poster,SURF-GAPIT2026R049,NAIDOC Poster Gallery,NAIDOC 1992 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1992-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1270,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1993-poster,SURF-GAPIT2026R051,NAIDOC Poster Gallery,NAIDOC 1993 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1993-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1271,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1994-poster,SURF-GAPIT2026R052,NAIDOC Poster Gallery,NAIDOC 1994 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1994-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1272,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1995-poster,SURF-GAPIT2026R053,NAIDOC Poster Gallery,NAIDOC 1995 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1995-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1273,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1996-poster,SURF-GAPIT2026R054,NAIDOC Poster Gallery,NAIDOC 1996 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1996-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1274,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1997-poster,SURF-GAPIT2026R055,NAIDOC Poster Gallery,NAIDOC 1997 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1997-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1275,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1998-poster,SURF-GAPIT2026R056,NAIDOC Poster Gallery,NAIDOC 1998 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1998-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1276,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1999-poster,SURF-GAPIT2026R057,NAIDOC Poster Gallery,NAIDOC 1999 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1999-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1277,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-2000-poster,SURF-GAPIT2026R058,NAIDOC Poster Gallery,NAIDOC 2000 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2000-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1278,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-2001-poster,SURF-LPC2026R025,NAIDOC Poster Gallery,NAIDOC 2001 Poster,Australia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2001-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; use source-viewer evidence only with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1279,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-2002-poster,SURF-LPC2026R026,NAIDOC Poster Gallery,NAIDOC 2002 Poster,Australia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2002-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; use source-viewer evidence only with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1280,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-2003-poster,SURF-LPC2026R027,NAIDOC Poster Gallery,NAIDOC 2003 Poster,Australia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2003-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; use source-viewer evidence only with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
