validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0293,SURF-LPC2026R071,LPC2026R071,support_or_card_review,2017,2010_2019,Global / transnational,World War and public-information graphics,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Blender Basics: Classroom Tutorial Book,periodical_or_issue,card_context,Global / transnational|World War and public-information graphics|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0294,SURF-LPC2026R073,LPC2026R073,support_or_card_review,2018,2010_2019,Global / transnational,Modern typography and layout,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Graphic design solutions,periodical_or_issue,card_context,Global / transnational|Modern typography and layout|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0295,SURF-LPC2026R056,LPC2026R056,support_or_card_review,2014,2010_2019,Global / transnational,Public health and social communication,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,An Activist's Guide to Basic First Aid,periodical_or_issue,card_context,Global / transnational|Public health and social communication|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0296,SURF-LPC2026R069,LPC2026R069,support_or_card_review,2016,2010_2019,Global / transnational,Midcentury modern graphic communication,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Future Sex Issue 7,periodical_or_issue,card_context,Global / transnational|Midcentury modern graphic communication|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0297,SURF-LPC2026R054,LPC2026R054,support_or_card_review,2013,2010_2019,Global / transnational,Midcentury modern graphic communication,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Koleksi Zine Punk Rock,periodical_or_issue,card_context,Global / transnational|Midcentury modern graphic communication|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0298,SURF-LPC2026R058,LPC2026R058,support_or_card_review,2014,2010_2019,Global / transnational,Midcentury modern graphic communication,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,HTML5 and CSS3 Responsive Web Design Cookbook.pdf (PDFy mirror),periodical_or_issue,card_context,Global / transnational|Midcentury modern graphic communication|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0299,SURF-CRG2026R4009,CRG2026R4009,support_or_card_review,2018,2010_2019,Global / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Information Minister Inu unveils history book cover, Dhaka, 2018-02-05 (PID-0045800).jpg / page 176324423",Wikimedia Commons,"Information Minister Inu unveils history book cover, Dhaka, 2018-02-05 (PID-0045800).jpg",image_file_source_witness,card_context,"Global / transnational|Modern typography and layout|Wikimedia Commons file source / Information Minister Inu unveils history book cover, Dhaka, 2018-02-05 (PID-0045800).jpg / page 176324423|2010s",context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0300,SURF-CRG2026R3946,CRG2026R3946,support_or_card_review,2016,2010_2019,Global / transnational,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Information Minister Hasanul Haq Inu at Dhaka Anti-Militancy Awareness Program 2016-08-02.jpg / page 176254317,Wikimedia Commons,Information Minister Hasanul Haq Inu at Dhaka Anti-Militancy Awareness Program 2016-08-02.jpg,image_file_source_witness,card_context,Global / transnational|World War and public-information graphics|Wikimedia Commons file source / Information Minister Hasanul Haq Inu at Dhaka Anti-Militancy Awareness Program 2016-08-02.jpg / page 176254317|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0301,SURF-CAW2026R04300,CAW2026R04300,support_or_card_review,2018,2010_2019,Serbia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Ariljevdan 2018 - Čudesna šuma - plakat.jpg / page 153797182,Wikimedia Commons,Ariljevdan 2018 - Čudesna šuma - plakat.jpg,image_file_source_witness,card_context,Serbia|Modern typography and layout|Wikimedia Commons file source / Ariljevdan 2018 - Čudesna šuma - plakat.jpg / page 153797182|2010s,context_or_source_witness_for_packet,low,weak_commons_only_manual,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,commons_file_source; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0302,SURF-NMR1990R0011,NMR1990R0011,support_or_card_review,2024,2020_2026,Africa,Travel and transport poster culture,public source metadata; article/item text; source-hosted visual route where exposed,IMG02,African Digital Heritage,African Digital Heritage,"Soundscapes: Archives as extensions, inscriptions, and reinventions of ourselves",work_record_candidate,card_context,Africa|Travel and transport poster culture|African Digital Heritage|2020s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0303,SURF-ERS1970R005,ERS1970R005,support_or_card_review,2026,2020_2026,Global / transnational,Corporate identity and design systems,source-context page; article; archive entry,IMG02,Another Graphic,Another Graphic,João Queirós - Another Graphic,work_record_candidate,card_context,Global / transnational|Corporate identity and design systems|Another Graphic|2020s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0304,SURF-EW1970R016,EW1970R016,support_or_card_review,2025,2020_2026,Global / transnational,World War and public-information graphics,Another Graphic source record,IMG02,Another Graphic,Another Graphic,"Publication: New Glyphs, New Writings",work_record_candidate,card_context,Global / transnational|World War and public-information graphics|Another Graphic|2020s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0305,SURF-ERS1970R006,ERS1970R006,support_or_card_review,2026,2020_2026,Global / transnational,Modern typography and layout,source-context page; article; archive entry,IMG02,Another Graphic,Another Graphic,Juhyeok Kim - Another Graphic,source_cluster_member,card_context,Global / transnational|Modern typography and layout|Another Graphic|2020s,context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0306,SURF-EW1970R017,EW1970R017,support_or_card_review,2020,2020_2026,Global / transnational,Corporate identity and design systems,Another Graphic source record,IMG02,Another Graphic,Another Graphic,Tote bag Design Challenge,work_record_candidate,card_context,Global / transnational|Corporate identity and design systems|Another Graphic|2020s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0307,SURF-EW1970R003,EW1970R003,support_or_card_review,2025,2020_2026,Singapore,Midcentury modern graphic communication,Features,IMG02,Asian Film Archive,Asian Film Archive,Matter Matters | Interview with Elsa Wong about “A Secret Portrait of Wan Hoi-Ling”,work_record_candidate,card_context,Singapore|Midcentury modern graphic communication|Asian Film Archive|2020s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
