table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
rights	object_visual_reference_review_decision	FOREIGN_KEY	object_visual_reference_review_deci_supersedes_decision_id_fkey	FOREIGN KEY (supersedes_decision_id) REFERENCES rights.object_visual_reference_review_decision(object_visual_reference_review_decision_id) ON DELETE RESTRICT	supersedes_decision_id	rights	object_visual_reference_review_decision	object_visual_reference_review_decision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)	t	INDEX_PROBE	P2
rights	object_visual_reference_review_decision	FOREIGN_KEY	object_visual_reference_review_decision_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
rights	provider_object	FOREIGN_KEY	provider_object_provider_id_fkey	FOREIGN KEY (provider_id) REFERENCES rights.provider(provider_id) ON DELETE RESTRICT	provider_id	rights	provider	provider_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_object_pkey ON rights.provider_object USING btree (provider_object_id) || CREATE UNIQUE INDEX provider_object_provider_id_provider_record_key_key ON rights.provider_object USING btree (provider_id, provider_record_key)	CREATE UNIQUE INDEX provider_pkey ON rights.provider USING btree (provider_id) || CREATE UNIQUE INDEX provider_provider_code_key ON rights.provider USING btree (provider_code)	t	INDEX_PROBE	P2
rights	provider_policy_evaluation_version	CONSTRAINT_TRIGGER	provider_policy_evaluation_from_version	CREATE CONSTRAINT TRIGGER provider_policy_evaluation_from_version AFTER INSERT OR DELETE OR UPDATE ON rights.provider_policy_evaluation_version DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_provider_policy_evaluation()					t	t	rights.enforce_provider_policy_evaluation()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX provider_policy_evaluation_version_pkey ON rights.provider_policy_evaluation_version USING btree (provider_policy_evaluation_id, provider_policy_version_id) || CREATE INDEX provider_policy_evaluation_version_reverse_idx ON rights.provider_policy_evaluation_version USING btree (provider_policy_version_id, provider_policy_evaluation_id)			ROW_EVENT_FUNCTION	P2
rights	provider_policy_evaluation_version	FOREIGN_KEY	provider_policy_evaluation_ve_provider_policy_evaluation_i_fkey	FOREIGN KEY (provider_policy_evaluation_id) REFERENCES rights.provider_policy_evaluation(provider_policy_evaluation_id) ON DELETE RESTRICT	provider_policy_evaluation_id	rights	provider_policy_evaluation	provider_policy_evaluation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_evaluation_version_pkey ON rights.provider_policy_evaluation_version USING btree (provider_policy_evaluation_id, provider_policy_version_id) || CREATE INDEX provider_policy_evaluation_version_reverse_idx ON rights.provider_policy_evaluation_version USING btree (provider_policy_version_id, provider_policy_evaluation_id)	CREATE UNIQUE INDEX provider_policy_evaluation_pkey ON rights.provider_policy_evaluation USING btree (provider_policy_evaluation_id) || CREATE UNIQUE INDEX provider_policy_evaluation_supersedes_provider_policy_evalu_key ON rights.provider_policy_evaluation USING btree (supersedes_provider_policy_evaluation_id) || CREATE INDEX provider_policy_evaluation_reference_idx ON rights.provider_policy_evaluation USING btree (object_visual_reference_id, evaluated_at DESC)	t	INDEX_PROBE	P2
rights	provider_policy_evaluation_version	FOREIGN_KEY	provider_policy_evaluation_vers_provider_policy_version_id_fkey	FOREIGN KEY (provider_policy_version_id) REFERENCES rights.provider_policy_version(provider_policy_version_id) ON DELETE RESTRICT	provider_policy_version_id	rights	provider_policy_version	provider_policy_version_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_evaluation_version_pkey ON rights.provider_policy_evaluation_version USING btree (provider_policy_evaluation_id, provider_policy_version_id) || CREATE INDEX provider_policy_evaluation_version_reverse_idx ON rights.provider_policy_evaluation_version USING btree (provider_policy_version_id, provider_policy_evaluation_id)	CREATE UNIQUE INDEX provider_policy_version_pkey ON rights.provider_policy_version USING btree (provider_policy_version_id) || CREATE INDEX provider_policy_effective_idx ON rights.provider_policy_version USING btree (provider_id, effective_from DESC) || CREATE UNIQUE INDEX provider_policy_version_natural_key ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, effective_from, policy_sha256) || CREATE UNIQUE INDEX provider_policy_version_scoped_token_unique ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, version_token)	t	INDEX_PROBE	P2
rights	provider_policy_scope	FOREIGN_KEY	provider_policy_scope_provider_id_fkey	FOREIGN KEY (provider_id) REFERENCES rights.provider(provider_id) ON DELETE RESTRICT	provider_id	rights	provider	provider_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_scope_pkey ON rights.provider_policy_scope USING btree (policy_scope_id) || CREATE UNIQUE INDEX provider_policy_scope_provider_id_policy_scope_id_key ON rights.provider_policy_scope USING btree (provider_id, policy_scope_id) || CREATE UNIQUE INDEX provider_policy_scope_provider_id_scope_token_key ON rights.provider_policy_scope USING btree (provider_id, scope_token)	CREATE UNIQUE INDEX provider_pkey ON rights.provider USING btree (provider_id) || CREATE UNIQUE INDEX provider_provider_code_key ON rights.provider USING btree (provider_code)	t	INDEX_PROBE	P2
rights	provider_policy_version	FOREIGN_KEY	provider_policy_scope_provider_fk	FOREIGN KEY (provider_id, policy_scope_id) REFERENCES rights.provider_policy_scope(provider_id, policy_scope_id) ON DELETE RESTRICT	provider_id,policy_scope_id	rights	provider_policy_scope	provider_id,policy_scope_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_version_pkey ON rights.provider_policy_version USING btree (provider_policy_version_id) || CREATE INDEX provider_policy_effective_idx ON rights.provider_policy_version USING btree (provider_id, effective_from DESC) || CREATE UNIQUE INDEX provider_policy_version_natural_key ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, effective_from, policy_sha256) || CREATE UNIQUE INDEX provider_policy_version_scoped_token_unique ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, version_token)	CREATE UNIQUE INDEX provider_policy_scope_pkey ON rights.provider_policy_scope USING btree (policy_scope_id) || CREATE UNIQUE INDEX provider_policy_scope_provider_id_policy_scope_id_key ON rights.provider_policy_scope USING btree (provider_id, policy_scope_id) || CREATE UNIQUE INDEX provider_policy_scope_provider_id_scope_token_key ON rights.provider_policy_scope USING btree (provider_id, scope_token)	t	INDEX_PROBE	P2
rights	provider_policy_version	FOREIGN_KEY	provider_policy_version_provider_id_fkey	FOREIGN KEY (provider_id) REFERENCES rights.provider(provider_id) ON DELETE RESTRICT	provider_id	rights	provider	provider_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_version_pkey ON rights.provider_policy_version USING btree (provider_policy_version_id) || CREATE INDEX provider_policy_effective_idx ON rights.provider_policy_version USING btree (provider_id, effective_from DESC) || CREATE UNIQUE INDEX provider_policy_version_natural_key ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, effective_from, policy_sha256) || CREATE UNIQUE INDEX provider_policy_version_scoped_token_unique ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, version_token)	CREATE UNIQUE INDEX provider_pkey ON rights.provider USING btree (provider_id) || CREATE UNIQUE INDEX provider_provider_code_key ON rights.provider USING btree (provider_code)	t	INDEX_PROBE	P2
rights	provider_policy_version	FOREIGN_KEY	provider_policy_version_source_evidence_item_id_fkey	FOREIGN KEY (source_evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	source_evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX provider_policy_version_pkey ON rights.provider_policy_version USING btree (provider_policy_version_id) || CREATE INDEX provider_policy_effective_idx ON rights.provider_policy_version USING btree (provider_id, effective_from DESC) || CREATE UNIQUE INDEX provider_policy_version_natural_key ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, effective_from, policy_sha256) || CREATE UNIQUE INDEX provider_policy_version_scoped_token_unique ON rights.provider_policy_version USING btree (provider_id, policy_scope_id, version_token)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
rights	rights_assessment_locator	CONSTRAINT_TRIGGER	rights_assessment_from_locator	CREATE CONSTRAINT TRIGGER rights_assessment_from_locator AFTER INSERT OR DELETE OR UPDATE ON rights.rights_assessment_locator DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_rights_assessment()					t	t	rights.enforce_rights_assessment()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX rights_assessment_locator_pkey ON rights.rights_assessment_locator USING btree (rights_assessment_id)			ROW_EVENT_FUNCTION	P2
rights	rights_assessment_locator	FOREIGN_KEY	rights_assessment_locator_rights_assessment_id_fkey	FOREIGN KEY (rights_assessment_id) REFERENCES rights.rights_assessment(rights_assessment_id) ON DELETE RESTRICT	rights_assessment_id	rights	rights_assessment	rights_assessment_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX rights_assessment_locator_pkey ON rights.rights_assessment_locator USING btree (rights_assessment_id)	CREATE UNIQUE INDEX rights_assessment_pkey ON rights.rights_assessment USING btree (rights_assessment_id) || CREATE UNIQUE INDEX rights_assessment_supersedes_rights_assessment_id_key ON rights.rights_assessment USING btree (supersedes_rights_assessment_id) || CREATE INDEX rights_assessment_state_idx ON rights.rights_assessment USING btree (subject_kind, assessed_state, assessed_at DESC)	t	INDEX_PROBE	P2
rights	rights_assessment_locator	FOREIGN_KEY	rights_assessment_locator_visual_locator_id_fkey	FOREIGN KEY (visual_locator_id) REFERENCES rights.visual_locator(visual_locator_id) ON DELETE RESTRICT	visual_locator_id	rights	visual_locator	visual_locator_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX rights_assessment_locator_pkey ON rights.rights_assessment_locator USING btree (rights_assessment_id)	CREATE UNIQUE INDEX visual_locator_pkey ON rights.visual_locator USING btree (visual_locator_id) || CREATE UNIQUE INDEX visual_locator_external_visual_reference_id_locator_role_so_key ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, source_asset_id, source_record_id, source_field_or_json_pointer, occurrence_ordinal) || CREATE INDEX visual_locator_reference_role_idx ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, visibility) || CREATE INDEX visual_locator_fingerprint_idx ON rights.visual_locator USING btree (locator_fingerprint) || CREATE UNIQUE INDEX visual_locator_reference_identity_unique ON rights.visual_locator USING btree (visual_locator_id, external_visual_reference_id)	f	INDEX_PROBE	P2
rights	rights_assessment_provider_object	CONSTRAINT_TRIGGER	rights_assessment_from_provider_object	CREATE CONSTRAINT TRIGGER rights_assessment_from_provider_object AFTER INSERT OR DELETE OR UPDATE ON rights.rights_assessment_provider_object DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_rights_assessment()					t	t	rights.enforce_rights_assessment()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX rights_assessment_provider_object_pkey ON rights.rights_assessment_provider_object USING btree (rights_assessment_id)			ROW_EVENT_FUNCTION	P2
rights	rights_assessment_provider_object	FOREIGN_KEY	rights_assessment_provider_object_provider_object_id_fkey	FOREIGN KEY (provider_object_id) REFERENCES rights.provider_object(provider_object_id) ON DELETE RESTRICT	provider_object_id	rights	provider_object	provider_object_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX rights_assessment_provider_object_pkey ON rights.rights_assessment_provider_object USING btree (rights_assessment_id)	CREATE UNIQUE INDEX provider_object_pkey ON rights.provider_object USING btree (provider_object_id) || CREATE UNIQUE INDEX provider_object_provider_id_provider_record_key_key ON rights.provider_object USING btree (provider_id, provider_record_key)	f	INDEX_PROBE	P2
