ordinal	pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	normalized_label_a	normalized_label_b	canonical_pair_key	structurally_excluded	pair_universe_hash
413	R16A-PAIR:0e188a090a56fca53aecbbf4a1504763780016594938f20f00d66da768ea0a23	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	professionalization	piracy	professionalization	piracy	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
414	R16A-PAIR:204f8f05142e8204e4762471d527bc071f6236cd088a3cad10f04514d8be0247	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	professionalization	cultural transfer	professionalization	cultural transfer	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
415	R16A-PAIR:a675aadf82f5861745da0fcd6ad49a0f117e3b5337d2ab43ce00513c09b25c2b	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	professionalization	propaganda	professionalization	propaganda	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
416	R16A-PAIR:d403ebf0d77e2b3ba51ca355ee589b918f4c3136769a8550b1166c4d0b6d5cff	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	professionalization	advertising	professionalization	advertising	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
417	R16A-PAIR:e4dd482b1640cfcb9b444d8f885574701e6114b0ca6a50ff59fc0bf8af5281ed	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	professionalization	material displacement	professionalization	material displacement	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
418	R16A-PAIR:2459d47b044fa762efb48a3e6b57dfbbb776e9ee102491f43b30d7962bc22bca	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	professionalization	canonization	professionalization	canonization	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
419	R16A-PAIR:7c6e39100a3d052acb99755557a5077ede2f31db33c49368740948f534d9cb16	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	professionalization	imitation	professionalization	imitation	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
420	R16A-PAIR:eebc639beb212f19d583fc38338d8c51f48d51840f0cfaf625984f0342584a69	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	professionalization	rejection	professionalization	rejection	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
421	R16A-PAIR:f28638f1355b1140723517940ff90518e070e9119b861357033b7411ff7e0fe9	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	commodification	production site	commodification	production site	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
422	R16A-PAIR:eba22512d55d8991f01c0228f56d3fd8dfd4850e4bc4d376c1e7af3e45fe49e8	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	commodification	piracy	commodification	piracy	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
423	R16A-PAIR:25bec46d90a46caf1e421cbf8719ce80ab5d5be4f613ce06099e87705fcbfbe5	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	commodification	cultural transfer	commodification	cultural transfer	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
424	R16A-PAIR:642211dcc4a1e13929b5e3da6ccd253d04aaa2afcd8d0f669ed133677c818bf9	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	commodification	propaganda	commodification	propaganda	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
425	R16A-PAIR:66ec76b4a6267cb8c644104f14860ce7ee763ba8239c8af13a8add50f0cfb341	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	commodification	advertising	commodification	advertising	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
426	R16A-PAIR:f551191df90494418f1d9fd26bf5cc72129b1677e6f5d77415452d88057574ca	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	commodification	material displacement	commodification	material displacement	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
427	R16A-PAIR:d71bbf050c1250fc4023c3d5ce8ffcf14ecd02f5fd14ff556747f51ba9207d75	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	commodification	canonization	commodification	canonization	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
428	R16A-PAIR:d488e9f212f715cdc2ff4427844f8235dac38bd596100764f4346a083cc5b743	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	commodification	imitation	commodification	imitation	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
429	R16A-PAIR:464b1eb0bd197d1b648e9ab97850c76392d9f55d15e1d54096417381a4b1ba28	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	commodification	rejection	commodification	rejection	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
430	R16A-PAIR:5fad60d839ca9ca9199b67d6b994185c9cd1fe4798382d440745bba7e6e23281	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	production site	piracy	production site	piracy	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
431	R16A-PAIR:f68293128300d05645fd96b4c9b0d55e383d749faf5ae44377da8168939e2415	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	production site	cultural transfer	production site	cultural transfer	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
432	R16A-PAIR:8b0c8db88c079e0fdf9d3bbdf52bc03b2868e2a58d3c1232f2e3acf08ca79cb3	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	production site	propaganda	production site	propaganda	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
433	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	production site	advertising	production site	advertising	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
434	R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	production site	material displacement	production site	material displacement	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
435	R16A-PAIR:b03893e4ba26caed5075c802e75a1a211480b5c68e0b9ca37b8b5f157ffff675	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	production site	canonization	production site	canonization	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
436	R16A-PAIR:ada52db07c5318ab96d505f1cbcfcd250010c04cf596afb99acddb43ab334d22	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	production site	imitation	production site	imitation	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
437	R16A-PAIR:1589d5dc216b36d25ca10bd1e886e333b615e1ae3af5ba2d7a9c30aa99478a50	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	production site	rejection	production site	rejection	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
438	R16A-PAIR:56ce25bdc0aab5d3b552e3d3028ae454a5e8c9428597bbd6a19efb2ea476e607	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	piracy	cultural transfer	piracy	cultural transfer	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
439	R16A-PAIR:500eac145eb0a814025283079ea676ce3081bf4095724da4ecd0e98995643903	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	piracy	propaganda	piracy	propaganda	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
440	R16A-PAIR:ddbefb7fb3c1729210988e69be853840ba648b0eda50e84ed00da50c15a047d5	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	piracy	advertising	piracy	advertising	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
441	R16A-PAIR:2321b8c23e476346160f8a870d6b99d3d9a33071961613fbc4e6bd9f3fe61dbc	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	piracy	material displacement	piracy	material displacement	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
442	R16A-PAIR:056f2baf267ac9ef82bcc1dcb2385d0392b2e7c948dec1a8423a492ee417bb0b	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	piracy	canonization	piracy	canonization	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
443	R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	piracy	imitation	piracy	imitation	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
444	R16A-PAIR:b48c24b7a5eef9236ef9553cee07d02413e257960ea3cfe25c562b6fab42bfb2	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	piracy	rejection	piracy	rejection	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
445	R16A-PAIR:32a117d0220e286a1aef6f97356d5778b449100416f800cbb521c1e2497d1317	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	cultural transfer	propaganda	cultural transfer	propaganda	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
446	R16A-PAIR:753a3d7a1c4880fed1042f8da1643c7e8a01927c7f299e693090e45975136bc8	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	cultural transfer	advertising	cultural transfer	advertising	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
447	R16A-PAIR:fa5bc1c417f203b6d97a31f9c0f715ce6fd10a41d415eeb67d90738187654e75	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	cultural transfer	material displacement	cultural transfer	material displacement	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
448	R16A-PAIR:d2e8d32e57819559f6abbdfe016786d04e8273b0d5189dfa3c9cc6b79c607651	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	cultural transfer	canonization	cultural transfer	canonization	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
449	R16A-PAIR:249006d60770f176757674b13dbb937d9bdd6af94db61efd6525a0b6b85fce81	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	cultural transfer	imitation	cultural transfer	imitation	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
450	R16A-PAIR:93a8793d3f10ae18eca94d7bb413af8c2895d486838b29744e788be1ab046ad7	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	cultural transfer	rejection	cultural transfer	rejection	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
451	R16A-PAIR:fb45d1972a345d10633d15f9dfbeea6ef72ed206dbd89c170434816ce938ca27	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	propaganda	advertising	propaganda	advertising	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
452	R16A-PAIR:d582d41293cd728cf887c3b187c9d3adfe9cf1942517d1cba9fef43ac517cca6	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	propaganda	material displacement	propaganda	material displacement	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
453	R16A-PAIR:b860ca5c95778c5faedfc45fd5cd26427dbc8b584ef338482680902d47755aa3	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	propaganda	canonization	propaganda	canonization	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
454	R16A-PAIR:4e57116cc1157e4941a9b4488f865e0f7344a1c220d13684a6f6b60750e0d20d	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	propaganda	imitation	propaganda	imitation	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
455	R16A-PAIR:6b9b6781a9af9c0a4fefd76e30efcc2197eeecc40f2684b71137a6dfe78b60a1	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	propaganda	rejection	propaganda	rejection	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
456	R16A-PAIR:eb946623f09974f0583007ee50adc637f52fac9b2eaf0c64e4313ba54673fd27	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	advertising	material displacement	advertising	material displacement	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
457	R16A-PAIR:24be93f0bd41e80681fb20f80904f359b13587fc02932d51a1b447db4d07b350	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	advertising	canonization	advertising	canonization	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
458	R16A-PAIR:a8eaa5cdb4b062cde2258d6bbcad485e65429311fef3ef37ea8e23cc5262787e	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	advertising	imitation	advertising	imitation	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
459	R16A-PAIR:5b6290bd42d1ed5dae26326f71a23ea172d35fbbce03609e5b44a2875c4a1f79	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	advertising	rejection	advertising	rejection	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
